Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Dr. Ram Prakash Kushwaha,SP, 4 ,Doctorate,64,Akbarpur-Raniya + Kanpur Dehat,142694433,11084547
Kamlesh Kumar,Jan Adhikar Party,0,Graduate Professional,48,Akbarpur-Raniya + Kanpur Dehat,1651000,0
Nausad Babu,Peace Party,0,Post Graduate,33,Akbarpur-Raniya + Kanpur Dehat,1060000,0
Pratibha Shukla,BJP, 1 ,Post Graduate,61,Akbarpur-Raniya + Kanpur Dehat,46446927,270386
Rajesh Kumar,Peoples Party of India (Democratic),0,10th Pass,47,Akbarpur-Raniya + Kanpur Dehat,293779,95040
Rameshwar,IND,0,5th Pass,51,Akbarpur-Raniya + Kanpur Dehat,773515,0
Vinod Kumar Pal,BSP, 2 ,8th Pass,53,Akbarpur-Raniya + Kanpur Dehat,56662000,1233115
Vipin Kumar,IND,0,12th Pass,37,Akbarpur-Raniya + Kanpur Dehat,10872100,1000000
Vivesh Kumar,AAP, 1 ,Graduate Professional,34,Akbarpur-Raniya + Kanpur Dehat,17802447,0
Ajit Singh Pal,BJP,0,Post Graduate,43,Sikandra + Kanpur Dehat,28031251,718462
Lal Ji,BSP,0,Graduate,54,Sikandra + Kanpur Dehat,11137424,2250000
Mahboob,Aazad Samaj Party (Kanshi Ram),0,12th Pass,35,Sikandra + Kanpur Dehat,8950000,0
Man Singh,Voters Party International,0,12th Pass,61,Sikandra + Kanpur Dehat,423000,0
Naresh Chandra,INC,0,10th Pass,58,Sikandra + Kanpur Dehat,74020000,17500000
Neeraj,AAP, 1 ,10th Pass,45,Sikandra + Kanpur Dehat,23143067,525000
Prabhakar Pandey,SP,0,12th Pass,40,Sikandra + Kanpur Dehat,57698323,4222489
Ram Govind,SUCI(C),0,Doctorate,47,Sikandra + Kanpur Dehat,8223386,95000
Satish Singh Nayak,IND,0,10th Pass,44,Sikandra + Kanpur Dehat,570500,50000
Satyendra Prakash,Jan Adhikar Party, 1 ,Graduate Professional,52,Sikandra + Kanpur Dehat,9157709,0
Shishupal,IND,0,8th Pass,53,Sikandra + Kanpur Dehat,1345000,0
Shubham Pal,IND,0,Graduate,28,Sikandra + Kanpur Dehat,7438027,0
Ajendra Singh,Aazad Samaj Party (Kanshi Ram),0,Doctorate,42,Bhognipur + Kanpur Dehat,721916,0
Ashutosh,AAP, 1 ,Post Graduate,50,Bhognipur + Kanpur Dehat,35391878,0
Govind Kumar,INC,0,12th Pass,30,Bhognipur + Kanpur Dehat,4811500,200000
Jagram Singh,IND,0,Graduate,63,Bhognipur + Kanpur Dehat,2499728,0
Juned Khan,BSP, 1 ,Graduate Professional,39,Bhognipur + Kanpur Dehat,3013933,712000
Laxmi Narayan,IND,0,12th Pass,50,Bhognipur + Kanpur Dehat,372100,0
Narendra Pal Singh,SP,0,Graduate Professional,56,Bhognipur + Kanpur Dehat,47617059,3800000
Rakesh Sachan,BJP, 6 ,Post Graduate,66,Bhognipur + Kanpur Dehat,375424114,81778692
Randheer,Peace Party,0,12th Pass,54,Bhognipur + Kanpur Dehat,9965000,462000
Arkeshwar Sahai,IND,0,Graduate Professional,33,Bilhaur (Sc) + Kanpur Nagar,188000,0
Madhu Singh Gautam,BSP,0,Post Graduate,46,Bilhaur (Sc) + Kanpur Nagar,9242396,0
Mohit Sonkar,BJP, 3 ,Graduate Professional,32,Bilhaur (Sc) + Kanpur Nagar,8534168,0
Monu Babu,Voters Party International,0,12th Pass,31,Bilhaur (Sc) + Kanpur Nagar,240000,0
Rachna Singh,SP, 5 ,12th Pass,25,Bilhaur (Sc) + Kanpur Nagar,7986201,1400000
Ramdas,IND,0,Not Given,52,Bilhaur (Sc) + Kanpur Nagar,20000,0
Satyendra,AAP,0,Graduate Professional,42,Bilhaur (Sc) + Kanpur Nagar,19362759,5600000
Shravan Kumar,Bhartiya Shakti Chetna Party,0,12th Pass,50,Bilhaur (Sc) + Kanpur Nagar,584920,30000
Udan Lal,IND,0,12th Pass,45,Bilhaur (Sc) + Kanpur Nagar,967000,0
Usha Rani,INC,0,Graduate,48,Bilhaur (Sc) + Kanpur Nagar,10233200,2983807
Abhijeet Singh,BJP, 5 ,Graduate,39,Bithoor + Kanpur Nagar,63979334,5026198
Ashok Kumar,INC, 1 ,10th Pass,52,Bithoor + Kanpur Nagar,10346433,0
Chandra Pal,Rashtriya Samaj Paksha,0,12th Pass,52,Bithoor + Kanpur Nagar,6420000,1700000
Kiran,Jan Adhikar Party,0,Post Graduate,42,Bithoor + Kanpur Nagar,10698137,0
Munindra Shukla,SP, 3 ,12th Pass,63,Bithoor + Kanpur Nagar,24143740,1107656
Puneet Kumar,Bhartiya Shakti Chetna Party,0,Post Graduate,36,Bithoor + Kanpur Nagar,1910243,120000
Ramesh Singh Yadav,BSP, 1 ,Graduate,54,Bithoor + Kanpur Nagar,132681320,10015287
Som Nath Pal,AAP,0,10th Pass,47,Bithoor + Kanpur Nagar,215000,1801923
Anoop Katiyar,SUCI(C),0,Graduate Professional,43,Kalyanpur + Kanpur Nagar,3858444,0
Aroon Kumar,AAP,0,Graduate,68,Kalyanpur + Kanpur Nagar,31884976,0
Arun Mishra,BSP,0,12th Pass,53,Kalyanpur + Kanpur Nagar,11269352,1900000
Ashok Kumar,RASHTRIYA VIKLANG PARTY,0,8th Pass,50,Kalyanpur + Kanpur Nagar,2018346,0
Heera Devi,Bhartiya Shakti Chetna Party,0,8th Pass,51,Kalyanpur + Kanpur Nagar,23889848,9677267
Neelima Katiyar,BJP, 1 ,Post Graduate,49,Kalyanpur + Kanpur Nagar,30546316,952836
Neha Tiwari,INC,0,Post Graduate,30,Kalyanpur + Kanpur Nagar,349000,0
Satish Kumar Nigam,SP,0,Post Graduate,60,Kalyanpur + Kanpur Nagar,100076530,1200000
Ashok Kumar Kaliya,BSP,0,10th Pass,58,Govindnagar + Kanpur Nagar,717885,0
Karishma Thakur,INC, 1 ,Graduate,27,Govindnagar + Kanpur Nagar,1801000,0
Kawardeep Singh,AAP,0,Graduate,42,Govindnagar + Kanpur Nagar,68578151,0
Santosh Kumar Giri,"Proutist Bloc, India", 1 ,8th Pass,54,Govindnagar + Kanpur Nagar,523200,0
Surendra Maithani,BJP, 2 ,Graduate Professional,56,Govindnagar + Kanpur Nagar,101515257,7234665
Vikas Yadav,SP, 1 ,Post Graduate,28,Govindnagar + Kanpur Nagar,1184410,267002
Alok Kumar,IND,0,8th Pass,56,Sishamau + Kanpur Nagar,136741,0
Hajee Suhel Ahamad,INC, 7 ,10th Pass,45,Sishamau + Kanpur Nagar,4782995,0
Haji Irfan Solanki,SP, 3 ,12th Pass,42,Sishamau + Kanpur Nagar,93889400,0
Laddan,Lok Dal,0,Illiterate,41,Sishamau + Kanpur Nagar,55988,0
Rajnish Tiwari,BSP,0,Graduate,56,Sishamau + Kanpur Nagar,929228,0
Salil Vishnoi,BJP,0,Graduate Professional,66,Sishamau + Kanpur Nagar,55709356,0
Shrimati Madhuri,Bahujan Party,0,10th Pass,39,Sishamau + Kanpur Nagar,45000,0
Sunil Babu,AAP, 2 ,Graduate,56,Sishamau + Kanpur Nagar,6199440,2800000
Amitabh Bajpai,SP, 2 ,Post Graduate,48,Arya Nagar + Kanpur Nagar,66012508,1509769
Anuj Kumar Shukla,AAP,0,Post Graduate,37,Arya Nagar + Kanpur Nagar,5102431,0
Guddi Dixit,RASHTRIYA VIKLANG PARTY,0,8th Pass,49,Arya Nagar + Kanpur Nagar,60000,0
Pawan Kumar Tiwari,IND,0,Post Graduate,44,Arya Nagar + Kanpur Nagar,129116,0
Pramod Kumar,INC,0,Graduate,70,Arya Nagar + Kanpur Nagar,457834861,0
Suresh Awasthi,BJP, 2 ,Post Graduate,57,Arya Nagar + Kanpur Nagar,75253233,650000
Toni Jaiswal,BSP,0,Post Graduate,42,Arya Nagar + Kanpur Nagar,11907989,1500000
Abhimanyu,SP, 1 ,Post Graduate,38,Kidwai Nagar + Kanpur Nagar,13681384,4003372
Ajay Kapoor,INC, 2 ,Graduate,56,Kidwai Nagar + Kanpur Nagar,694617271,99354343
Alok Kumar,Sabhi Jan Party, 7 ,Post Graduate,41,Kidwai Nagar + Kanpur Nagar,315963,0
Mahesh Kumar Trivedi,BJP,0,Graduate,54,Kidwai Nagar + Kanpur Nagar,83593104,0
Mohan Mishra,BSP,0,Post Graduate,39,Kidwai Nagar + Kanpur Nagar,17910415,0
Pawan Kumar Tiwari,SHS,0,Post Graduate,34,Kidwai Nagar + Kanpur Nagar,5769000,998895
Rakesh Kumar Dixit,Jan Sangh Party,0,12th Pass,59,Kidwai Nagar + Kanpur Nagar,3085200,166000
Seema Uttam,Bhartiya Shakti Chetna Party,0,Post Graduate,47,Kidwai Nagar + Kanpur Nagar,9941000,2000000
Sitaram Shukla,IND,0,10th Pass,66,Kidwai Nagar + Kanpur Nagar,842809,0
Vivek Dwivedi,AAP, 1 ,Post Graduate,50,Kidwai Nagar + Kanpur Nagar,11692847,500000
Ashish Shukla,Bhartiya Samta Party,0,Graduate Professional,35,Kanpur Cantt. + Kanpur Nagar,485000,0
Devi Prasad,IND,0,Graduate,61,Kanpur Cantt. + Kanpur Nagar,5629528,450000
Jamsed,Jan Abhiyan Party,0,5th Pass,28,Kanpur Cantt. + Kanpur Nagar,415000,0
Mohammad Hasan,SP,0,Post Graduate,56,Kanpur Cantt. + Kanpur Nagar,21819310,950000
Mohammad Shafi,BSP, 5 ,8th Pass,43,Kanpur Cantt. + Kanpur Nagar,1406969,0
Mohd Meraj,Rashtriya Ulama Council,0,8th Pass,36,Kanpur Cantt. + Kanpur Nagar,292318,0
Moinuddin,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,55,Kanpur Cantt. + Kanpur Nagar,2782948,497400
Mukesh Pal,Rashtriya Samaj Paksha,0,Graduate Professional,43,Kanpur Cantt. + Kanpur Nagar,8356567,2200000
Raghunandan Singh Bhadauriya,BJP,0,Post Graduate,59,Kanpur Cantt. + Kanpur Nagar,72607674,14108587
Ramesh,Akhil Bharatiya Socialist Party,0,10th Pass,35,Kanpur Cantt. + Kanpur Nagar,2013700,0
Rashid Jamal,AAP, 1 ,Graduate Professional,44,Kanpur Cantt. + Kanpur Nagar,22356721,4900000
Sohil Akhtar Ansari,INC, 1 ,10th Pass,58,Kanpur Cantt. + Kanpur Nagar,26383379,0
Ankit Pal,Rashtriya Samaj Paksha,0,Graduate,25,Maharajpur + Kanpur Nagar,1020000,480000
Avdhesh Kumar Gupta,Bhartiya Shakti Chetna Party,0,8th Pass,50,Maharajpur + Kanpur Nagar,9489746,0
Fateh Bahadur Singh Gill,SP, 3 ,8th Pass,38,Maharajpur + Kanpur Nagar,8463130,1016954
Kanishka Pandey,INC, 1 ,Graduate Professional,36,Maharajpur + Kanpur Nagar,30773377,0
Praveen Kumar,IND,0,Graduate,61,Maharajpur + Kanpur Nagar,191400,0
Rajendra Kumar Katheriya,Rashtriya Janutthan Party,0,10th Pass,38,Maharajpur + Kanpur Nagar,35500,0
Ramakant Nishad,Vikassheel Insaan Party,0,Graduate,42,Maharajpur + Kanpur Nagar,1550000,0
Satish Mahana,BJP,0,Graduate,61,Maharajpur + Kanpur Nagar,241090087,5124477
Shashank Pandey,Jan Abhiyan Party,0,Graduate,28,Maharajpur + Kanpur Nagar,349800,0
Surendra Pal Singh,BSP,0,Graduate,51,Maharajpur + Kanpur Nagar,16016714,380000
Umesh Singh Yadav,AAP, 3 ,12th Pass,49,Maharajpur + Kanpur Nagar,32690650,3949041
Vijay Kumar,IND,0,Illiterate,64,Maharajpur + Kanpur Nagar,556299,0
Vishnu Kumar,Jan Adhikar Party,0,Post Graduate,35,Maharajpur + Kanpur Nagar,353806,150000
Amit Kumar,IND,0,12th Pass,39,Ghatampur (Sc) + Kanpur Nagar,2475630,0
Ashok Paswan,Sabhi Jan Party,0,Post Graduate,45,Ghatampur (Sc) + Kanpur Nagar,27264254,0
Bhagwati Prasad,SP,0,Graduate Professional,66,Ghatampur (Sc) + Kanpur Nagar,58560728,0
Er. Sanjay Pal,AAP,0,Graduate Professional,47,Ghatampur (Sc) + Kanpur Nagar,7888000,1000000
Mamta Kushwaha,Jan Adhikar Party,0,Graduate,39,Ghatampur (Sc) + Kanpur Nagar,10838156,1000000
Munni Lal,Bhartiya Shakti Chetna Party,0,12th Pass,54,Ghatampur (Sc) + Kanpur Nagar,2614860,0
Prashant Ahirwar,BSP,0,Graduate,26,Ghatampur (Sc) + Kanpur Nagar,20757106,0
Raj Narayan,INC,0,12th Pass,49,Ghatampur (Sc) + Kanpur Nagar,9164449,3026083
Ramjeevan,Aazad Samaj Party (Kanshi Ram),0,8th Pass,52,Ghatampur (Sc) + Kanpur Nagar,2447000,0
Saroj,Apna Dal (Soneylal),0,Graduate Professional,50,Ghatampur (Sc) + Kanpur Nagar,138137164,4656000
Vipin Kumar,Arjak Adhikar Dal,0,Graduate,26,Ghatampur (Sc) + Kanpur Nagar,437000,0
Avdhesh,India Janshakti Party,0,10th Pass,50,Kasganj + Kasganj,17841700,952000
Devendra Singh,BJP, 2 ,10th Pass,57,Kasganj + Kasganj,24326701,0
Indrapal,Rashtriya Surya Prakash Party,0,10th Pass,59,Kasganj + Kasganj,1200500,0
Kuldeep Kumar,INC, 6 ,10th Pass,40,Kasganj + Kasganj,3480000,73160
Man Pal Singh,SP,0,Graduate Professional,83,Kasganj + Kasganj,60635125,0
Manpal,AAP,0,8th Pass,46,Kasganj + Kasganj,12680000,0
Mohd. Arif,BSP,0,12th Pass,47,Kasganj + Kasganj,19720716,4715174
Narendra Kumar,IND,0,10th Pass,35,Kasganj + Kasganj,475000,0
Prabhoo Dayal Rajpoot,Aazad Samaj Party (Kanshi Ram),0,Others,54,Kasganj + Kasganj,4942684,3657640
Prem Singh,IND,0,8th Pass,46,Kasganj + Kasganj,1180600,0
Rubi,Bahujan Mukti Party,0,Post Graduate,33,Kasganj + Kasganj,4945000,500000
Arjun Singh,Jan Adhikar Party,0,8th Pass,47,Amanpur + Kasganj,1764000,0
Ashish Kumar,India Janshakti Party,0,Graduate Professional,36,Amanpur + Kasganj,3083000,0
Divya Sharma,INC,0,12th Pass,38,Amanpur + Kasganj,3547634,750000
Hariom,BJP,0,12th Pass,37,Amanpur + Kasganj,21921218,427000
Jitendra,IND, 7 ,12th Pass,37,Amanpur + Kasganj,5702500,0
Kapil Kumar,IND,0,Graduate,27,Amanpur + Kasganj,1310000,0
Mahendra Pal Singh,IND,0,12th Pass,61,Amanpur + Kasganj,9730000,0
Manoj Kumar,AAP,0,10th Pass,33,Amanpur + Kasganj,21333000,3900000
Satyabhan,SP,0,10th Pass,59,Amanpur + Kasganj,32137235,7440000
Subhash Chandra,BSP, 7 ,12th Pass,46,Amanpur + Kasganj,8446858,0
Usha,IND,0,12th Pass,42,Amanpur + Kasganj,6727000,0
Vineet Shakya,IND,0,12th Pass,34,Amanpur + Kasganj,5596490,1600000
Abhay Pratap Singh,IND,0,Post Graduate,32,Patiyali + Kasganj,1370000,0
Akhalesh,IND,0,12th Pass,38,Patiyali + Kasganj,420000,0
Dhruv Mishra,IND,0,12th Pass,44,Patiyali + Kasganj,537500,0
Girish Chandra,Rashtriya Shoshit Samaj Party,0,12th Pass,51,Patiyali + Kasganj,940500,0
Jitendra Kumar,IND,0,Literate,46,Patiyali + Kasganj,4204000,0
Kallu Singh,Rashtriya Backward Party,0,12th Pass,57,Patiyali + Kasganj,1126000,0
Mamtesh Shakya,BJP,0,Graduate,49,Patiyali + Kasganj,37229387,0
Meera Rani,Bhartiya Shakti Chetna Party,0,Post Graduate,59,Patiyali + Kasganj,3860697,0
Mohd. Imran Ali,INC,0,Post Graduate,36,Patiyali + Kasganj,882010,250000
Nadira Sultan,SP,0,12th Pass,65,Patiyali + Kasganj,295159690,337000
Neeraj Kishore Mishra,BSP, 3 ,Doctorate,58,Patiyali + Kasganj,47986078,1941427
Vivek Kumar,Jan Adhikar Party,0,Graduate,44,Patiyali + Kasganj,9000000,0
Yusuf,AAP,0,Not Given,40,Patiyali + Kasganj,2180000,0
Arvind Singh,IND,0,12th Pass,50,Sirathu + Kaushambi,3188607,1071626
Chheddu,IND,0,Literate,51,Sirathu + Kaushambi,191000,0
Dhiraj Kumar,Bahujan Mukti Party,0,Graduate,28,Sirathu + Kaushambi,185000,0
Dr. Pallavi Patel,SP,0,Graduate,41,Sirathu + Kaushambi,33522994,887000
Gyan Singh,Sabka Dal United,0,Illiterate,44,Sirathu + Kaushambi,4716996,0
Jeetendra Kumar,IND,0,Graduate,40,Sirathu + Kaushambi,2144341,0
Keshav Prasad Maurya,BJP, 7 ,Graduate,53,Sirathu + Kaushambi,80622296,9775819
Munsab Ali,BSP,0,12th Pass,44,Sirathu + Kaushambi,2411000,100000
Pradeep Kumar,IND,0,Graduate,33,Sirathu + Kaushambi,875000,0
Rajendra Sonkar (Panna Bhai),Lok Dal,0,Graduate,41,Sirathu + Kaushambi,2898438,270000
Rajesh Kumar,SHS,0,10th Pass,38,Sirathu + Kaushambi,135000,0
Sanjiv Kumar Panda,Rashtra Uday Party, 1 ,10th Pass,33,Sirathu + Kaushambi,1015033,10000
Seema Devi,INC,0,Graduate Professional,30,Sirathu + Kaushambi,7740879,87000
Shatrujeet Pal,Rashtriya Samaj Paksha,0,12th Pass,32,Sirathu + Kaushambi,137000,0
Sher Mohammad,All India Majlis-E-Ittehadul Muslimeen, 2 ,Literate,41,Sirathu + Kaushambi,29802000,0
Vijay Kumar,Samarth Kisan Party,0,12th Pass,41,Sirathu + Kaushambi,2022500,0
Virendra Kumar Sahu,IND, 2 ,Graduate Professional,48,Sirathu + Kaushambi,18038918,0
Vishnu Kumar,AAP, 1 ,10th Pass,51,Sirathu + Kaushambi,9992620,0
Arun Vidyarthi Advocate,INC, 4 ,Graduate Professional,38,Manjhanpur (Sc) + Kaushambi,7007942,0
Balchandra,IND,0,8th Pass,37,Manjhanpur (Sc) + Kaushambi,230719,0
Harilal,IND,0,10th Pass,39,Manjhanpur (Sc) + Kaushambi,1109070,0
Indrajeet Saroj,SP, 1 ,Graduate,58,Manjhanpur (Sc) + Kaushambi,143343340,22737132
Laakhan Singh Rajpasi,Jan Adhikar Party,0,Post Graduate,55,Manjhanpur (Sc) + Kaushambi,1700000,0
Lal Bahadur,BJP, 1 ,Post Graduate,52,Manjhanpur (Sc) + Kaushambi,39715933,5311520
Neetu Kanojia,BSP, 1 ,Graduate Professional,42,Manjhanpur (Sc) + Kaushambi,47585591,27264768
Radheshyam Chaudhari,IND,0,Graduate,30,Manjhanpur (Sc) + Kaushambi,143762,0
Amrawati,IND,0,Post Graduate,41,Chail + Kaushambi,202000,0
Anil Kumar Kesharwani,Jansatta Dal Loktantrik,0,10th Pass,49,Chail + Kaushambi,7761453,0
Archana Gautam,IND,0,12th Pass,26,Chail + Kaushambi,592100,0
Atul Kumar Dwivedi,BSP,0,Graduate Professional,37,Chail + Kaushambi,54814746,7560000
Danish Ali,Bahujan Mukti Party, 7 ,Graduate Professional,33,Chail + Kaushambi,1009622,0
Mohibbul Haque,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate,49,Chail + Kaushambi,54569038,1515000
Nagendra Pratap Singh Patel,Apna Dal (Soneylal), 2 ,Graduate,53,Chail + Kaushambi,348622443,17023895
Pooja Pal,SP, 3 ,Graduate,42,Chail + Kaushambi,172840421,14946208
Rajeev Kumar,LJP, 2 ,Post Graduate,36,Chail + Kaushambi,2900000,0
Rajendra Kumar Singh Patel,Aazad Samaj Party (Kanshi Ram),0,Graduate,53,Chail + Kaushambi,13220000,0
Sanjay Singh,IND,0,Graduate,41,Chail + Kaushambi,3425000,0
Shashibhushan,Akhil Bharatiya Socialist Party, 2 ,Post Graduate,54,Chail + Kaushambi,11274000,0
Sushil Chauhan,IND,0,10th Pass,47,Chail + Kaushambi,4806686,0
Talat Azim,INC, 4 ,Graduate Professional,40,Chail + Kaushambi,18110000,943464
Vijay Kumar Ramdas Ravidas,IND,0,Literate,30,Chail + Kaushambi,2790500,0
Arti Rai,CPI(ML)(L),0,Graduate,56,Palia + Kheri,15468000,350000
Dr. Jakir Husain,BSP,0,Graduate Professional,36,Palia + Kheri,129093797,10673936
Harvinder Kumar Sahni Alias Romi Sahni,BJP,0,Graduate,57,Palia + Kheri,288217066,40455075
Lalit Kumar Verma,AAP,0,Graduate,48,Palia + Kheri,21161380,800000
Pritinder Singh Kakku,SP, 1 ,Literate,65,Palia + Kheri,29982555,600000
Rishal Ahamad,INC, 1 ,12th Pass,44,Palia + Kheri,3010000,0
Atal Kumar Shukla,INC, 3 ,Graduate Professional,53,Nighasan + Kheri,17640768,647000
Chandra Pratap Lodhi,IND,0,Graduate,29,Nighasan + Kheri,526500,0
Harish Verma,AAP,0,Post Graduate,29,Nighasan + Kheri,1547000,0
Qamrul Huda,Jan Adhikar Party, 1 ,Graduate,54,Nighasan + Kheri,182500,0
R A Usmani,BSP, 3 ,Doctorate,53,Nighasan + Kheri,15388394,1941245
R S Kushwaha,SP, 2 ,Others,65,Nighasan + Kheri,114582748,0
Shashank Verma,BJP,0,Post Graduate,32,Nighasan + Kheri,22963175,583646
Abhishekh Kumari,Nai Kranti Party,0,Graduate,26,Gola Gokrannath + Kheri,500271,0
Arvind Giri,BJP, 6 ,Graduate Professional,65,Gola Gokrannath + Kheri,118207035,4384868
Patel Shikha Ashok Kanaujiya,BSP,0,Post Graduate,30,Gola Gokrannath + Kheri,10863770,439500
Prahlad Patel,INC, 3 ,Graduate,67,Gola Gokrannath + Kheri,19387656,1607036
Ram Niwas Verma,AAP, 1 ,Graduate,42,Gola Gokrannath + Kheri,21208987,2300000
Siddharth Shukla,IND,0,Post Graduate,31,Gola Gokrannath + Kheri,14883254,0
Vinay Tiwari,SP, 1 ,12th Pass,52,Gola Gokrannath + Kheri,70069156,2300000
Anil Kumar,AAP,0,Post Graduate,42,Sri Nagar (Sc) + Kheri,2184897,0
Chandni,INC,0,Literate,28,Sri Nagar (Sc) + Kheri,2200000,0
Mahavir Singh,Asankhya Samaj Party,0,Literate,80,Sri Nagar (Sc) + Kheri,30000,0
Manju Tyagi,BJP,0,Post Graduate,39,Sri Nagar (Sc) + Kheri,30724344,0
Meera Bano,BSP, 1 ,Literate,41,Sri Nagar (Sc) + Kheri,8761479,0
Parmeshwar Din,IND,0,Not Given,62,Sri Nagar (Sc) + Kheri,125000,0
Prashant Verma,IND, 1 ,Post Graduate,36,Sri Nagar (Sc) + Kheri,2302000,0
Ram Sharan,SP,0,Graduate,59,Sri Nagar (Sc) + Kheri,97749000,850000
Satallu,Aazad Samaj Party (Kanshi Ram),0,12th Pass,64,Sri Nagar (Sc) + Kheri,6726000,0
Anand Mohan Alias Dheer Mohan Trivedi,BSP, 1 ,Graduate Professional,68,Dhaurahra + Kheri,55489972,0
Arvind Kumar,Adarsh Janta Party,0,Literate,42,Dhaurahra + Kheri,195000,0
Jitendri Devi,INC,0,8th Pass,42,Dhaurahra + Kheri,5820000,0
Mukesh Kumar,IND,0,8th Pass,49,Dhaurahra + Kheri,1110000,0
Mulander Kumar Awasthi,SHS,0,8th Pass,39,Dhaurahra + Kheri,710000,0
Rekha Devi,IND,0,Graduate,30,Dhaurahra + Kheri,1549500,0
Varun Singh,SP,0,12th Pass,39,Dhaurahra + Kheri,57594822,7207012
Vinod Kumar,IND,0,5th Pass,41,Dhaurahra + Kheri,1266977,0
Vinod Shankar,BJP, 1 ,Post Graduate,62,Dhaurahra + Kheri,21034864,326464
Ashraf Ali Advocate,Peace Party, 1 ,Graduate Professional,55,Lakhimpur + Kheri,4057277,81993
Dr. Ram Ji Sharma Advocate,Rashtriya Lokshakti Party,0,Doctorate,43,Lakhimpur + Kheri,10000100,0
Dr. Ravishankar Trivedi,INC,0,Post Graduate,44,Lakhimpur + Kheri,21201459,1400000
Janardan Prasad J.P.Mishra,CPI,0,Post Graduate,39,Lakhimpur + Kheri,434000,0
Khushi Kinnar,Aam Aadmi Parivartan Party,0,Literate,37,Lakhimpur + Kheri,345500,0
Mo. Usman Siddiqui,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate,42,Lakhimpur + Kheri,15960000,1000000
Mohan Bajpai,BSP, 4 ,10th Pass,44,Lakhimpur + Kheri,77738926,14271789
Naresh Singh Bhadauriya,IND, 1 ,Graduate Professional,58,Lakhimpur + Kheri,20740000,200000
Nawal Kishor,Bharat Swabhiman Party,0,Post Graduate,31,Lakhimpur + Kheri,65000,10000
Reetu Verma Didi,Loktantrik Janwadi Party, 1 ,Graduate,44,Lakhimpur + Kheri,10387000,59000
Utkarsh Verma Madhur,SP,0,Graduate,37,Lakhimpur + Kheri,24498651,0
Yogesh Verma,BJP,0,Post Graduate,49,Lakhimpur + Kheri,42188169,1152265
Gayadatt,Uttar Pradesh Republican Party,0,8th Pass,56,Kasta (Sc) + Kheri,52600,0
Hemvati Devi,BSP,0,Post Graduate,41,Kasta (Sc) + Kheri,8381766,2149937
Jagdish Prasad,IND,0,12th Pass,46,Kasta (Sc) + Kheri,1095000,0
Jaskaran Raj,Janta Rakshak Party, 1 ,Graduate Professional,48,Kasta (Sc) + Kheri,5120000,0
Lavkush,IND,0,Graduate,25,Kasta (Sc) + Kheri,4279787,0
Radhe Shyam,INC, 1 ,Graduate,53,Kasta (Sc) + Kheri,761800,0
Saurabh Singh,BJP,0,Post Graduate,36,Kasta (Sc) + Kheri,16676741,421352
Suneel Kumar Lala,SP, 2 ,10th Pass,41,Kasta (Sc) + Kheri,20624471,1408890
Anurag M. Sarthi,Action Party,0,Graduate,29,Mohammdi + Kheri,7328258,480630
Daud Ahmad,SP,0,10th Pass,53,Mohammdi + Kheri,105872609,38289210
Lokendra Pratap Singh,BJP,0,Graduate Professional,59,Mohammdi + Kheri,28440042,1000000
Ravikant,AAP,0,12th Pass,48,Mohammdi + Kheri,1151000,0
Reetu Singh,INC,0,5th Pass,31,Mohammdi + Kheri,705000,0
Roopram,IND,0,Literate,54,Mohammdi + Kheri,1052259,72592
Shakeel Ahmad Siddiqui,BSP,0,Literate,60,Mohammdi + Kheri,130197993,0
Ashok Chauhan,Suheldev Bharatiya Samaj Party, 19 ,Graduate,58,Khadda + Kushinagar,39196781,0
Dhananjay,INC, 3 ,Post Graduate,47,Khadda + Kushinagar,3747981,0
Dr. Nisar Ahmad Siddique,BSP,0,Graduate Professional,56,Khadda + Kushinagar,22740113,0
Km Poonam Rani,IND,0,12th Pass,26,Khadda + Kushinagar,12000,0
Md Akhtar Waseem,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,39,Khadda + Kushinagar,17210000,0
Naval Kishor,Aam Janta Party (India),0,Graduate,42,Khadda + Kushinagar,6064000,0
Om Prakash,Vikassheel Insaan Party,0,10th Pass,52,Khadda + Kushinagar,1987881,45000
Rajkumar,AAP,0,Graduate Professional,40,Khadda + Kushinagar,5558000,1000000
Ramchandra Singh,IND,0,Post Graduate,51,Khadda + Kushinagar,3738700,0
Vijay Pratap Kushwaha,IND, 1 ,Graduate Professional,44,Khadda + Kushinagar,16895720,700000
Viveka Nand Pandey,Nirbal Indian Shoshit Hamara Aam Dal, 2 ,12th Pass,41,Khadda + Kushinagar,10911072,0
Ainooddin Ahmad Warsi,IND, 1 ,Graduate,61,Padrauna + Kushinagar,6065000,0
Anshuman Banka,IND, 5 ,Graduate,41,Padrauna + Kushinagar,74790467,1600000
Ashok Kumar Tiwari,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0,Post Graduate,46,Padrauna + Kushinagar,4248416,590000
Dr. Abhishek Tripathi,IND,0,Doctorate,32,Padrauna + Kushinagar,739215,0
Fakhare Alam Ansari,IND,0,10th Pass,60,Padrauna + Kushinagar,2345500,0
