Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Darshan Singh,Insaniyat Lok Vikas Party,0,8th Pass,57,Ludhiana Central + Ludhiana,65850,0
Gurdev Sharma Debi,BJP,0,8th Pass,62,Ludhiana Central + Ludhiana,122356174,34000000
Harjinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,69,Ludhiana Central + Ludhiana,222000,0
Jagtar Singh,SP,0,8th Pass,41,Ludhiana Central + Ludhiana,2724000,0
Jatinderpal Singh,IND,0,Graduate,40,Ludhiana Central + Ludhiana,8078000,675000
Pritpal Singh Pali,SAD,0,5th Pass,65,Ludhiana Central + Ludhiana,113488000,3186000
Surinder Kumar Dawar,INC,0,10th Pass,70,Ludhiana Central + Ludhiana,345610396,15417856
Gurpreet Bassi Gogi   Winner ,AAP, 1 ,Graduate,54,Ludhiana West + Ludhiana,57788624,0
Advocate Bikram Singh Sidhu,BJP,0,Post Graduate,50,Ludhiana West + Ludhiana,139364590,19775017
Anita Shah,Bahujan Mukti Party,0,10th Pass,42,Ludhiana West + Ludhiana,104500,5600
Balwinder Sekhon,IND, 1 ,12th Pass,58,Ludhiana West + Ludhiana,10451000,463000
Bharat Bhushan Ashu,INC,0,Graduate,49,Ludhiana West + Ludhiana,106067345,3578430
Maheshinder Singh Grewal,SAD, 4 ,Graduate Professional,72,Ludhiana West + Ludhiana,37652788,0
Sarbjit Kaur,Aas Punjab Party,0,12th Pass,34,Ludhiana West + Ludhiana,13000,0
Tarun Jain Bawa,IND,0,12th Pass,49,Ludhiana West + Ludhiana,144629017,870588
Madan Lal Bagga   Winner ,AAP,0,8th Pass,62,Ludhiana North + Ludhiana,31357875,4666522
Anil Kumar Goyal,Insaniyat Lok Vikas Party,0,Graduate,46,Ludhiana North + Ludhiana,61949800,28650700
Avtar Singh,Peoples Party of India (Democratic),0,8th Pass,35,Ludhiana North + Ludhiana,102618,0
Manju,SP,0,Literate,42,Ludhiana North + Ludhiana,1553000,0
Parveen Bansal,BJP, 1 ,Graduate,56,Ludhiana North + Ludhiana,26247686,1529881
Promila Ralhan Bani,Bahujan Mukti Party,0,12th Pass,42,Ludhiana North + Ludhiana,1078260,0
R.D. Sharma,SAD,0,10th Pass,51,Ludhiana North + Ludhiana,3397475,0
Rakesh Pandey,INC,0,10th Pass,66,Ludhiana North + Ludhiana,37842275,6920742
Ramanjit Badhan Lally,IND,0,Graduate,52,Ludhiana North + Ludhiana,9643000,6000000
Randhir Singh Sivia,Lok Insaaf Party, 1 ,10th Pass,54,Ludhiana North + Ludhiana,1111736762,13900000
Jiwan Singh Sangowal   Winner ,AAP,0,10th Pass,58,Gill (Sc) + Ludhiana,9597285,0
Balbir Singh Alamgir,CPI(M),0,Graduate,58,Gill (Sc) + Ludhiana,4661087,2776133
Darshan Singh Shivalik,SAD, 1 ,10th Pass,66,Gill (Sc) + Ludhiana,90674069,2625754
Dr. Brijesh Bangar,Peoples Party of India (Democratic),0,Post Graduate,45,Gill (Sc) + Ludhiana,5755293,1884030
Gagandeep Alias Sunny Kainth,Lok Insaaf Party, 4 ,Graduate,33,Gill (Sc) + Ludhiana,12120828,0
Jaswinder Singh,Bahujan Mukti Party,0,10th Pass,47,Gill (Sc) + Ludhiana,30000,0
Kuldeep Singh Vaid (Bulara),INC,0,Graduate Professional,61,Gill (Sc) + Ludhiana,245610016,62563991
Rajeev Kumar Lovely,IND,0,10th Pass,54,Gill (Sc) + Ludhiana,4322532,0
Rajinder Singh Singhpura,IND,0,8th Pass,61,Gill (Sc) + Ludhiana,5230000,0
Sucha Ram Ladhar,BJP,0,Post Graduate,63,Gill (Sc) + Ludhiana,98750000,0
Manwinder Singh Giaspura   Winner ,AAP, 2 ,Post Graduate,47,Payal (Sc) + Ludhiana,9554193,3698601
Advocate Prabhjot Singh,IND,0,Post Graduate,32,Payal (Sc) + Ludhiana,168935,202308
Bhagwan Singh Somal Kheri,CPI,0,12th Pass,65,Payal (Sc) + Ludhiana,1577137,0
Doctor Jaspreet Singh Bija,BSP,0,Graduate Professional,37,Payal (Sc) + Ludhiana,16586483,948508
Er. Jagtar Singh Lamba,IND,0,10th Pass,56,Payal (Sc) + Ludhiana,881000,0
Gurdeep Singh Kali,IND, 2 ,12th Pass,44,Payal (Sc) + Ludhiana,460000,0
Gurpreet Singh,Bahujan Mukti Party,0,Graduate Professional,48,Payal (Sc) + Ludhiana,2527000,0
Harchand Singh,IND,0,Illiterate,62,Payal (Sc) + Ludhiana,2000,0
Harshit Kumar Sheetal,Shiromani Akali Dal (Sanyukt),0,12th Pass,33,Payal (Sc) + Ludhiana,543420,37070
Jagdeep Singh,Lok Insaaf Party, 1 ,8th Pass,36,Payal (Sc) + Ludhiana,4251009,556776
Jagdeep Singh,Rashtriya Janhit Sangharsh Party,0,10th Pass,55,Payal (Sc) + Ludhiana,2595000,585838
Lakhvir Singh,INC,0,Post Graduate,47,Payal (Sc) + Ludhiana,20176306,0
Lakhvir Singh Lakha,Peoples Party of India (Democratic),0,8th Pass,48,Payal (Sc) + Ludhiana,25000,128361
Malkit Singh,IND,0,Post Graduate,62,Payal (Sc) + Ludhiana,9148332,3500000
Rajdeep Kaur,Jai Jawan Jai Kisan Party,0,8th Pass,42,Payal (Sc) + Ludhiana,1900000,0
Rampal Singh Daulatpur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,5th Pass,65,Payal (Sc) + Ludhiana,471000,0
Ranjit Singh Kaka,Punjab Kisan Dal,0,10th Pass,48,Payal (Sc) + Ludhiana,1734161,0
Simardeep Singh Doburji,IND,0,Others,31,Payal (Sc) + Ludhiana,25000,0
Manpreet Singh Ayali   Winner ,SAD, 2 ,12th Pass,47,Dakha + Ludhiana,297129907,3246913
Damanjit Singh Thind,Punjab Lok Congress Party,0,Post Graduate,46,Dakha + Ludhiana,53588584,7468854
Devinder Singh Gill,Aam Lok Party United,0,10th Pass,45,Dakha + Ludhiana,1541000,0
Harpreet Singh,Sanyukt Sangharsh Party,0,12th Pass,40,Dakha + Ludhiana,17379799,3100105
Jagdeep Singh Gill,IND,0,Graduate Professional,48,Dakha + Ludhiana,135300000,0
Kanwal Nain Singh Kang,AAP,0,Doctorate,56,Dakha + Ludhiana,115153398,0
Karamjit Singh,Peoples Party of India (Democratic),0,8th Pass,57,Dakha + Ludhiana,651700,0
Neetu,IND, 1 ,Literate,36,Dakha + Ludhiana,30000,0
Sandeep Singh Sandhu,INC,0,Others,52,Dakha + Ludhiana,136247951,10663532
Simrandeep Singh,Revolutionary Socialist Party,0,12th Pass,30,Dakha + Ludhiana,80000,0
Hakam Singh   Winner ,AAP,0,12th Pass,66,Raikot (Sc) + Ludhiana,31847000,0
Baldev Singh,IND,0,8th Pass,42,Raikot (Sc) + Ludhiana,55000,0
Balvir Singh,Bahujan Mukti Party,0,8th Pass,63,Raikot (Sc) + Ludhiana,2050000,460000
Balwinder Singh Sandhu,BSP,0,Graduate,59,Raikot (Sc) + Ludhiana,55520697,1197000
Gurpal Singh,Shiromani Akali Dal (Sanyukt),0,Graduate,36,Raikot (Sc) + Ludhiana,53686962,0
Hargobind Singh,Punjab Kisan Dal,0,5th Pass,38,Raikot (Sc) + Ludhiana,179000,0
Jagtar Singh,IND,0,Doctorate,64,Raikot (Sc) + Ludhiana,41743982,0
Kamil Amar Singh,INC,0,Post Graduate,34,Raikot (Sc) + Ludhiana,18863030,0
Rajpal Singh,Samajik Sangharsh Party,0,Graduate,58,Raikot (Sc) + Ludhiana,3465000,0
Sarvjit Kaur Manuke   Winner ,AAP, 1 ,Post Graduate,49,Jagraon (Sc) + Ludhiana,1693000,280000
Gurdeep Singh,IND,0,10th Pass,45,Jagraon (Sc) + Ludhiana,536000,575000
Jagtar Singh,INC,0,Others,48,Jagraon (Sc) + Ludhiana,6384867,1651040
Kanwar Narinder Singh,BJP, 1 ,Graduate,61,Jagraon (Sc) + Ludhiana,43492650,36236
Kuldeep Singh,IND,0,10th Pass,36,Jagraon (Sc) + Ludhiana,1812000,0
Paramjit Singh Sahota,IND,0,5th Pass,61,Jagraon (Sc) + Ludhiana,297000,0
Parivar Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,50,Jagraon (Sc) + Ludhiana,15000,0
S.R.Kaler,SAD, 1 ,Graduate,70,Jagraon (Sc) + Ludhiana,55521311,6725546
Surinder Singh,Republican Party of India (A),0,10th Pass,62,Jagraon (Sc) + Ludhiana,1240000,0
Tejinder Kaur,Lok Insaaf Party,0,12th Pass,45,Jagraon (Sc) + Ludhiana,5676482,0
Manjit Singh Bilaspur   Winner ,AAP, 4 ,Graduate,46,Nihal Singh Wala (Sc) + Moga,657535,2012719
Ajaib Singh,IND,0,5th Pass,37,Nihal Singh Wala (Sc) + Moga,140000,0
Baldev Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,64,Nihal Singh Wala (Sc) + Moga,3098742,198306
Baldev Singh Manuke,SAD,0,8th Pass,64,Nihal Singh Wala (Sc) + Moga,3098742,198306
Bhupinder Singh Sahoke,INC,0,12th Pass,55,Nihal Singh Wala (Sc) + Moga,10713000,821784
Guraditta Singh,IND,0,12th Pass,28,Nihal Singh Wala (Sc) + Moga,36000,0
Gurdeep Singh,IND,0,Illiterate,46,Nihal Singh Wala (Sc) + Moga,320000,40000
Mukhtiar Singh Sandhu S.P.,Punjab Lok Congress Party,0,Graduate,62,Nihal Singh Wala (Sc) + Moga,24430053,287000
Paramjit Kaur,Democratic Bharatiya Samaj Party,0,5th Pass,40,Nihal Singh Wala (Sc) + Moga,1627000,0
Parminder Singh,Krishak Bharti Party,0,Graduate Professional,28,Nihal Singh Wala (Sc) + Moga,1565500,273000
Sukhdev Singh,Lok Insaaf Party,0,Illiterate,55,Nihal Singh Wala (Sc) + Moga,2062000,0
Amritpal Singh Sukhanand   Winner ,AAP, 1 ,Graduate Professional,32,Bagha Purana + Moga,6277470,0
Amritpal Singh,IND,0,10th Pass,30,Bagha Purana + Moga,1875000,0
Bhola Singh Brar,IND,0,10th Pass,53,Bagha Purana + Moga,70157740,1643368
Darshan Singh Brar,INC,0,8th Pass,74,Bagha Purana + Moga,12131534,0
Darshan Singh Brar,IND,0,5th Pass,50,Bagha Purana + Moga,3755000,0
Darshan Singh Khote,IND,0,Illiterate,67,Bagha Purana + Moga,1466000,0
Harjinder Singh,Lok Insaaf Party, 1 ,12th Pass,42,Bagha Purana + Moga,1900000,0
Jagtar Singh Rajeana,Shiromani Akali Dal (Sanyukt),0,8th Pass,67,Bagha Purana + Moga,78251066,20743097
Jaswinder Kaur,Jai Jawan Jai Kisan Party,0,12th Pass,42,Bagha Purana + Moga,5340000,0
Tirath Singh Mahla,SAD, 2 ,Literate,56,Bagha Purana + Moga,21539144,0
Dr. Amandeep Kaur Arora   Winner ,AAP,0,Graduate Professional,39,Moga + Moga,20412545,4829756
Balkaran Moga,CPI(ML)(L),0,Post Graduate,46,Moga + Moga,5347000,0
Barjinder Singh Makhan Brar,SAD, 2 ,Graduate Professional,50,Moga + Moga,359896497,29196786
Chanan Singh Wattu,Bahujan Mukti Party,0,Graduate,68,Moga + Moga,559524,250000
Dr. Harjot Kamal,BJP,0,Post Graduate,54,Moga + Moga,36763656,6669000
Gurcharan Singh,IND,0,8th Pass,52,Moga + Moga,1250000,100000
Gurpreet Singh Arora,IND,0,12th Pass,35,Moga + Moga,3780000,0
Lavinder Gill,IND,0,Graduate,45,Moga + Moga,317315111,0
Malvika Sood,INC,0,Post Graduate,39,Moga + Moga,19556571,0
Manjeet Singh Mallah,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,61,Moga + Moga,7330657,0
Navdeep Sangha,IND,0,Graduate,43,Moga + Moga,8941060,2500000
Devinderjeet Singh   Winner ,AAP,0,Graduate,44,Dharamkot + Moga,4983948,1784562
Angrej Singh,IND,0,Illiterate,45,Dharamkot + Moga,160005,0
Balraj Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,47,Dharamkot + Moga,20000,0
Harpreet Singh,IND,0,8th Pass,58,Dharamkot + Moga,126123108,0
Jagjit Singh,Lok Insaaf Party,0,10th Pass,48,Dharamkot + Moga,4295500,1300000
Jugraj Singh,Democratic Bharatiya Samaj Party,0,5th Pass,60,Dharamkot + Moga,712000,0
Ravinder Singh Grewal,Punjab Lok Congress Party,0,Graduate Professional,58,Dharamkot + Moga,28446470,3727974
Sukhjit Singh,INC,0,8th Pass,68,Dharamkot + Moga,48257484,872373
Surjit Singh,CPI(M),0,Post Graduate,74,Dharamkot + Moga,6993509,0
Tota Singh,SAD, 2 ,12th Pass,80,Dharamkot + Moga,230431270,42300721
Naresh Kataria   Winner ,AAP, 2 ,10th Pass,62,Zira + Firozpur,39342139,1338102
Amandeep Singh,IND,0,Graduate,28,Zira + Firozpur,160000,0
Avtar Singh Zira,BJP, 2 ,10th Pass,58,Zira + Firozpur,233410840,22358227
Janmeja Singh Sekhon,SAD, 1 ,12th Pass,77,Zira + Firozpur,101439000,49350000
Kamaljit Singh,IND,0,5th Pass,29,Zira + Firozpur,531545,0
Kulbir Singh,IND,0,12th Pass,29,Zira + Firozpur,5106606,440000
Kulbir Singh Zira,INC,0,12th Pass,41,Zira + Firozpur,16642660,4736686
Megh Raj,IND,0,Post Graduate,62,Zira + Firozpur,24175683,0
Naresh Kumar,IND,0,12th Pass,29,Zira + Firozpur,38000,0
Priyanka Rani,Insaniyat Lok Vikas Party,0,12th Pass,29,Zira + Firozpur,675000,70000
Sukhwinder Singh,Nationalist Justice Party,0,Illiterate,47,Zira + Firozpur,285198,0
Ranbir Singh   Winner ,AAP, 1 ,Graduate,50,Firozpur City + Firozpur,23694398,819667
Bimla Rani,Janta Brigade Party,0,5th Pass,52,Firozpur City + Firozpur,1080000,0
Gurmit Singh Sodhi,BJP,0,10th Pass,68,Firozpur City + Firozpur,170141212,3016243
Hari Chand Gupta,IND,0,Graduate,62,Firozpur City + Firozpur,24631751,2283594
Jugraj Singh,IND,0,10th Pass,36,Firozpur City + Firozpur,345211,0
Lakhwinder Singh,IND,0,12th Pass,34,Firozpur City + Firozpur,9944241,3420724
Parminder Singh Pinki,INC,0,Graduate Professional,62,Firozpur City + Firozpur,142429076,0
Parvinder Singh,IND,0,Graduate Professional,31,Firozpur City + Firozpur,2687870,268000
Pushpinder Singh,IND,0,Graduate,27,Firozpur City + Firozpur,33160000,0
Rahma,Nationalist Justice Party,0,Illiterate,50,Firozpur City + Firozpur,483000,0
Raj,IND,0,10th Pass,48,Firozpur City + Firozpur,505000,0
Rohit Vohra,SAD, 2 ,10th Pass,49,Firozpur City + Firozpur,167374119,197825000
Satpal Singh,IND,0,10th Pass,45,Firozpur City + Firozpur,300000,0
Sunil Kumar,Insaniyat Lok Vikas Party,0,10th Pass,33,Firozpur City + Firozpur,50000,0
Tejinder Singh Deol,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Others,47,Firozpur City + Firozpur,7057340,0
Rajneesh Kumar Dahiya   Winner ,AAP,0,Graduate Professional,45,Firozpur Rural (Sc) + Firozpur,4538120,0
Ashu Banger,INC,0,10th Pass,35,Firozpur Rural (Sc) + Firozpur,5804126,6654800
Bageecha Singh Dhaliwal,Republican Party of India Ektavadi,0,12th Pass,33,Firozpur Rural (Sc) + Firozpur,60000,0
Baldev Singh,IND, 1 ,10th Pass,31,Firozpur Rural (Sc) + Firozpur,67426,950000
Jaswinder Singh,Punjab Lok Congress Party,0,Graduate,48,Firozpur Rural (Sc) + Firozpur,260000,0
Joginder,IND,0,5th Pass,37,Firozpur Rural (Sc) + Firozpur,4500,0
Joginder Singh Jindu,SAD, 3 ,8th Pass,60,Firozpur Rural (Sc) + Firozpur,18005642,5443208
Morda Singh,IND, 1 ,Graduate Professional,34,Firozpur Rural (Sc) + Firozpur,665253,57344
Naseeb Kaur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Illiterate,56,Firozpur Rural (Sc) + Firozpur,20000,0
Raj Kumar,Aas Punjab Party,0,5th Pass,34,Firozpur Rural (Sc) + Firozpur,1300000,0
Suresh Kumar,CPI(ML)(L), 1 ,10th Pass,43,Firozpur Rural (Sc) + Firozpur,7000,0
Surjeet Singh,Insaniyat Lok Vikas Party,0,12th Pass,30,Firozpur Rural (Sc) + Firozpur,211000,90000
Thomes,IND,0,5th Pass,31,Firozpur Rural (Sc) + Firozpur,19737,0
Fauja Singh   Winner ,AAP,0,Post Graduate,61,Guru Har Sahai + Firozpur,12980000,600000
Gurbhej Singh,IND,0,Graduate,27,Guru Har Sahai + Firozpur,5500,0
Gurpervez Singh,BJP, 1 ,Graduate Professional,41,Guru Har Sahai + Firozpur,73894768,3974221
Jatinder Singh Thind,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Graduate,33,Guru Har Sahai + Firozpur,6248332,1050000
Kuldeep Singh,IND,0,10th Pass,31,Guru Har Sahai + Firozpur,43000,0
Kulwant Singh,Jai Jawan Jai Kisan Party,0,5th Pass,32,Guru Har Sahai + Firozpur,1180000,0
Major Singh,IND,0,10th Pass,44,Guru Har Sahai + Firozpur,2400000,700000
Malkeet Singh,IND,0,Graduate,30,Guru Har Sahai + Firozpur,350000,0
Manoj Kumar,IND,0,Not Given,48,Guru Har Sahai + Firozpur,480000,0
Parkash Singh,IND, 1 ,5th Pass,38,Guru Har Sahai + Firozpur,1741000,1025000
Parwinder Singh,IND,0,Graduate,32,Guru Har Sahai + Firozpur,33500,0
Vardev Singh,SAD, 7 ,Graduate,57,Guru Har Sahai + Firozpur,50587948,15511875
Vijay Kumar,INC,0,10th Pass,68,Guru Har Sahai + Firozpur,110964174,793652
Gurmeet Singh Khudian   Winner ,AAP,0,12th Pass,59,Lambi + Sri Muktsar Sahib,25942031,2000000
Charanjit Singh,IND,0,10th Pass,30,Lambi + Sri Muktsar Sahib,580000,85000
Gurtej Singh,IND,0,10th Pass,44,Lambi + Sri Muktsar Sahib,550000,126000
Jagpal Singh Abulkhurana,INC,0,Graduate,54,Lambi + Sri Muktsar Sahib,53575074,12623562
Jaswinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,33,Lambi + Sri Muktsar Sahib,839300,0
Parkash Singh Badal,SAD, 1 ,Graduate,94,Lambi + Sri Muktsar Sahib,151179518,27486297
Rakesh Dhingra,BJP, 1 ,12th Pass,55,Lambi + Sri Muktsar Sahib,1317600,41502
Amrinder Singh Raja Warring   Winner ,INC,0,10th Pass,44,Gidderbaha + Sri Muktsar Sahib,151163034,48385765
Amandeep Singh,IND,0,12th Pass,31,Gidderbaha + Sri Muktsar Sahib,16765939,1982403
Gurjinder Singh,Marxist Leninist Party of India (Red Flag),0,Post Graduate,25,Gidderbaha + Sri Muktsar Sahib,301750,0
Gurpreet Singh Kotli,IND,0,Post Graduate,34,Gidderbaha + Sri Muktsar Sahib,125410,0
Hardeep Singh,IND,0,8th Pass,41,Gidderbaha + Sri Muktsar Sahib,3073120,0
Hardeep Singh Dimpy Dhillon,SAD, 6 ,Graduate,54,Gidderbaha + Sri Muktsar Sahib,126531296,40367033
Kuldeep Singh,Bahujan Mukti Party,0,Graduate,41,Gidderbaha + Sri Muktsar Sahib,58000,0
Om Parkash,Punjab Kisan Dal, 1 ,10th Pass,44,Gidderbaha + Sri Muktsar Sahib,61000,0
Om Parkash,Punjab Lok Congress Party, 1 ,10th Pass,56,Gidderbaha + Sri Muktsar Sahib,3610213,330361
Pritpal Sharma,AAP,0,Graduate Professional,51,Gidderbaha + Sri Muktsar Sahib,26113920,1711000
Shivji Singh,IND, 1 ,12th Pass,40,Gidderbaha + Sri Muktsar Sahib,726838,0
Vikramjit Singh,IND,0,Illiterate,34,Gidderbaha + Sri Muktsar Sahib,279566,0
Dr. Baljit Kaur   Winner ,AAP,0,Others,46,Malout (Sc) + Sri Muktsar Sahib,11723783,6096914
Baldev Singh,Aazad Samaj Party (Kanshi Ram), 1 ,10th Pass,48,Malout (Sc) + Sri Muktsar Sahib,14000,0
Balwinder Singh,IND,0,Literate,50,Malout (Sc) + Sri Muktsar Sahib,182038,0
Bidra Ram,IND,0,10th Pass,80,Malout (Sc) + Sri Muktsar Sahib,1811234,0
Devinder Singh Kotli,CPI(M),0,Graduate Professional,41,Malout (Sc) + Sri Muktsar Sahib,668843,48111
Gurmeet Kaur,IND,0,Literate,51,Malout (Sc) + Sri Muktsar Sahib,1839000,812698
Gurmeet Singh Ranghreta,Punjab Labour Party, 2 ,12th Pass,52,Malout (Sc) + Sri Muktsar Sahib,4751000,0
Harjit Singh,IND,0,Graduate Professional,33,Malout (Sc) + Sri Muktsar Sahib,86000,0
Harpreet Singh,SAD, 1 ,Graduate Professional,44,Malout (Sc) + Sri Muktsar Sahib,18928154,2040415
Jassal Singh,IND,0,5th Pass,46,Malout (Sc) + Sri Muktsar Sahib,63000,121137
Karanvir Singh,Punjab Lok Congress Party,0,Graduate Professional,45,Malout (Sc) + Sri Muktsar Sahib,405474,0
Prof. Rupinder Kaur Ruby,INC, 1 ,Post Graduate,33,Malout (Sc) + Sri Muktsar Sahib,5026172,1384264
Resham Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,51,Malout (Sc) + Sri Muktsar Sahib,275000,0
Sukhwinder Kumar,IND,0,Post Graduate,28,Malout (Sc) + Sri Muktsar Sahib,39039,0
Jagdeep Singh (Kaka Brar)   Winner ,AAP,0,8th Pass,55,Muktsar + Sri Muktsar Sahib,131030458,8240950
Alwinder Singh,IND, 1 ,12th Pass,42,Muktsar + Sri Muktsar Sahib,800000,0
Anuroop Kaur Sandhu,IND,0,Post Graduate,29,Muktsar + Sri Muktsar Sahib,1836598,0
Balwant Singh,Nationalist Justice Party,0,8th Pass,43,Muktsar + Sri Muktsar Sahib,20500,0
Dharamjeet Singh (Bonny Bedi),Lok Insaaf Party,0,12th Pass,31,Muktsar + Sri Muktsar Sahib,885258,0
Kala Singh,IND,0,Literate,44,Muktsar + Sri Muktsar Sahib,44700,0
Kanwarjit Singh,SAD, 4 ,12th Pass,50,Muktsar + Sri Muktsar Sahib,36948077,3193723
Karan Kaur,INC,0,Graduate,70,Muktsar + Sri Muktsar Sahib,1554162025,0
Krishan Kumar Alias Krishan Singh,IND,0,10th Pass,28,Muktsar + Sri Muktsar Sahib,7000,0
Raj Kumar,IND,0,12th Pass,39,Muktsar + Sri Muktsar Sahib,447500,400000
Rajesh Pathela,BJP,0,Graduate,52,Muktsar + Sri Muktsar Sahib,29037483,690806
Sandeep Kumar,IND,0,12th Pass,41,Muktsar + Sri Muktsar Sahib,7104067,1836456
Sukhraj Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,52,Muktsar + Sri Muktsar Sahib,20595888,0
Gurdit Singh Sekhon   Winner ,AAP, 2 ,10th Pass,50,Faridkot + Faridkot,19945446,322600
Amandeep Singh,IND,0,Graduate,28,Faridkot + Faridkot,8626929,0
Gaurav Kakkar,BJP, 1 ,Graduate,34,Faridkot + Faridkot,30573822,7336040
Gurcharan Singh Sangha,Lok Insaaf Party, 1 ,12th Pass,40,Faridkot + Faridkot,50498089,2800000
Gurjit Kaur,Bharatiya Jan Jagriti Party,0,12th Pass,48,Faridkot + Faridkot,389000,0
Gursawak Singh Bhana,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,29,Faridkot + Faridkot,60000,0
Jagdish Rai Sharma,SP,0,Graduate Professional,63,Faridkot + Faridkot,40017330,0
Kushaldeep Singh Dhillon (Kikki Dhillon),INC,0,Graduate,49,Faridkot + Faridkot,170541377,34104456
Parambans Singh (Bunty Romana),SAD, 5 ,Graduate,48,Faridkot + Faridkot,33259748,8904215
Ravinder Pal Kaur,IND,0,10th Pass,56,Faridkot + Faridkot,34070000,1600000
Satnam Singh,CPI(ML)(L),0,10th Pass,45,Faridkot + Faridkot,427488,0
Sukhbir Singh,Republican Party of India Ektavadi,0,Graduate,38,Faridkot + Faridkot,18055,0
Kultar Singh Sandhwan   Winner ,AAP, 4 ,Graduate Professional,46,Kotkapura + Faridkot,4412528,0
Ajaipal Singh Sandhu,INC,0,Graduate,53,Kotkapura + Faridkot,122406997,360355
Dargesh Kumar,Punjab Lok Congress Party,0,Graduate,52,Kotkapura + Faridkot,35036500,0
Dhanwant Kaur,IND,0,10th Pass,55,Kotkapura + Faridkot,140000,0
Harpal Singh,IND,0,10th Pass,51,Kotkapura + Faridkot,21414282,625000
Harsimranjot Singh,IND,0,Graduate Professional,25,Kotkapura + Faridkot,25912,0
Jarnail Singh,Nationalist Justice Party,0,Illiterate,48,Kotkapura + Faridkot,159700,0
Jaskaran Singh Kahan Singh Wala,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Post Graduate,57,Kotkapura + Faridkot,140000,0
Kulbir Singh Matta,IND,0,Graduate,58,Kotkapura + Faridkot,31692327,0
Kulwinder Singh,Lok Insaaf Party,0,Graduate,34,Kotkapura + Faridkot,5500000,247000
Mantar Singh Brar,SAD, 3 ,Post Graduate,57,Kotkapura + Faridkot,83098902,21741772
Simarjit Kaur,IND,0,10th Pass,48,Kotkapura + Faridkot,52454000,1068
Amolak Singh   Winner ,AAP,0,Graduate Professional,30,Jaitu (Sc) + Faridkot,1737000,900000
Baldev Singh,IND,0,12th Pass,44,Jaitu (Sc) + Faridkot,2250000,0
Baljinder Singh,IND,0,Graduate Professional,26,Jaitu (Sc) + Faridkot,15401,0
Darshan Singh,INC,0,5th Pass,61,Jaitu (Sc) + Faridkot,3059622,0
Gurdeep Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,65,Jaitu (Sc) + Faridkot,4243000,0
Harchand Ram,Bahujan Mukti Party,0,Others,60,Jaitu (Sc) + Faridkot,2171491,855000
Manjit Singh,SAD, 1 ,Graduate,61,Jaitu (Sc) + Faridkot,19577615,2000000
Paramjit Kaur Gulshan,Shiromani Akali Dal (Sanyukt),0,Post Graduate,72,Jaitu (Sc) + Faridkot,56144480,1300000
Parminder Kaur,IND, 1 ,Illiterate,50,Jaitu (Sc) + Faridkot,80000,0
Ramandeep Singh,IND,0,Graduate Professional,31,Jaitu (Sc) + Faridkot,1304554,0
Balkar Singh Sidhu   Winner ,AAP,0,Graduate,50,Rampura Phul + Bathinda,11553626,412546
Amarjit Singh Sharma,Punjab Lok Congress Party, 3 ,10th Pass,51,Rampura Phul + Bathinda,25668707,3500000
Baljinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate,48,Rampura Phul + Bathinda,10015645,300000
Bavlesh Kumar,IND,0,12th Pass,48,Rampura Phul + Bathinda,1955000,0
Charan Singh,IND,0,8th Pass,60,Rampura Phul + Bathinda,240000,0
Gurpreet Singh,IND,0,8th Pass,37,Rampura Phul + Bathinda,735501,0
Gurpreet Singh Kangar,INC,0,Graduate,55,Rampura Phul + Bathinda,147741632,18923582
Harinderjeet Singh,IND, 1 ,12th Pass,38,Rampura Phul + Bathinda,36125387,0
Jaskaran Singh,IND,0,Graduate,30,Rampura Phul + Bathinda,2427500,1350000
Lakhvir Singh,IND, 1 ,5th Pass,38,Rampura Phul + Bathinda,24425455,12839595
Pritam Singh,IND, 2 ,Graduate,35,Rampura Phul + Bathinda,3385000,400000
Rajbir Singh Sidhu,IND,0,12th Pass,58,Rampura Phul + Bathinda,55776775,1100000
Sikander Singh Maluka,SAD,0,10th Pass,72,Rampura Phul + Bathinda,143978249,0
Sikander Singh S/O Shamsher Singh,IND,0,Illiterate,37,Rampura Phul + Bathinda,3109314,0
