Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
F. Nisara Khatoon,Punjab Lok Congress Party,0,Graduate,68,Malerkotla + Malerkotla,9022443,0
Hasan Mohammad,Apni Ekta Party,0,Post Graduate,36,Malerkotla + Malerkotla,1971000,0
Mohammad Anwer,Lok Insaaf Party,0,5th Pass,39,Malerkotla + Malerkotla,35000,0
Mohammad Munir,IND, 3 ,12th Pass,42,Malerkotla + Malerkotla,31000,0
Mohammad Shakeel,IND, 1 ,Illiterate,48,Malerkotla + Malerkotla,75000,0
Mohammad Yasin,IND, 1 ,Illiterate,54,Malerkotla + Malerkotla,50000,0
Mohammad Zubair,IND,0,8th Pass,33,Malerkotla + Malerkotla,21000,0
Mohinder Singh,IND,0,10th Pass,61,Malerkotla + Malerkotla,41681000,0
Nusrat Ali Khan,SAD, 1 ,Graduate,63,Malerkotla + Malerkotla,11445300,372568
Razia Sultana,INC,0,10th Pass,55,Malerkotla + Malerkotla,147241376,15000000
Saif Ur Ismail,IND,0,12th Pass,45,Malerkotla + Malerkotla,1235000,70000
Sayed Manzoor Gelani,Punjab National Party,0,12th Pass,47,Malerkotla + Malerkotla,1525000,0
Prof. Jaswant Singh Gajjan Majra   Winner ,AAP,0,Post Graduate,59,Amargarh + Malerkotla,191534259,0
Amar Singh,IND,0,Post Graduate,39,Amargarh + Malerkotla,2780580,0
Dilbagh Singh,IND,0,5th Pass,52,Amargarh + Malerkotla,3397050,600000
Iqbal Singh Jhundan,SAD, 1 ,Graduate Professional,60,Amargarh + Malerkotla,120182356,1168000
Jagpal Singh,IND,0,5th Pass,64,Amargarh + Malerkotla,1507000,0
Kamaljeet Singh,Peoples Party of India (Democratic),0,Graduate,36,Amargarh + Malerkotla,366059,0
Lachhman Singh,IND,0,5th Pass,64,Amargarh + Malerkotla,1551000,0
Sardar Ali,Punjab Lok Congress Party,0,12th Pass,49,Amargarh + Malerkotla,14724945,3235337
Satvir Singh Sheera Banbhaura,IND,0,12th Pass,41,Amargarh + Malerkotla,20274806,0
Satwinder Kaur,IND,0,5th Pass,41,Amargarh + Malerkotla,750029,0
Simranjit Singh Mann,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann), 1 ,Graduate,77,Amargarh + Malerkotla,134326635,1767000
Smit Singh Mann,INC,0,Post Graduate,31,Amargarh + Malerkotla,39357585,0
Naresh Puri   Winner ,INC,0,Graduate,52,Sujanpur + Pathankot,358353465,0
Amit Singh,AAP,0,12th Pass,45,Sujanpur + Pathankot,171999575,10288275
Desh Raj,IND,0,Illiterate,62,Sujanpur + Pathankot,45000,0
Dinesh Singh,BJP,0,12th Pass,59,Sujanpur + Pathankot,64755973,1106837
Kanwar Vishwadeep Singh Salaria,IND,0,Graduate,37,Sujanpur + Pathankot,55267000,0
Mandeep Kaur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate Professional,35,Sujanpur + Pathankot,16730000,3200000
Manga,IND,0,8th Pass,42,Sujanpur + Pathankot,2085000,0
Pawan Kumar,IND,0,8th Pass,68,Sujanpur + Pathankot,12771000,2200000
Raj Kumar Gupta,SAD,0,12th Pass,56,Sujanpur + Pathankot,13465227,274830
Lal Chand   Winner ,AAP, 1 ,10th Pass,51,Bhoa (Sc) + Pathankot,619225,0
Dharminder,IND,0,12th Pass,27,Bhoa (Sc) + Pathankot,79000,0
Joginder Pal,INC,0,10th Pass,57,Bhoa (Sc) + Pathankot,179938160,2096425
Karam Singh,IND,0,5th Pass,65,Bhoa (Sc) + Pathankot,8069275,165000
Munish Kumar,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Others,25,Bhoa (Sc) + Pathankot,2100,0
Rakesh Kumar,BSP, 1 ,Graduate,43,Bhoa (Sc) + Pathankot,2714647,0
Seema Kumari,BJP,0,12th Pass,43,Bhoa (Sc) + Pathankot,8908738,946125
Vijay Kumar,IND,0,12th Pass,44,Bhoa (Sc) + Pathankot,512000,0
Yudhvir Singh,IND,0,Graduate,64,Bhoa (Sc) + Pathankot,25600000,1800000
Ashwani Kumar Sharma   Winner ,BJP, 1 ,Graduate,57,Pathankot + Pathankot,14066533,0
Advocate Jyoti Pal Bhim,BSP,0,Graduate Professional,41,Pathankot + Pathankot,3836000,404000
Amit Vij,INC,0,Graduate Professional,44,Pathankot + Pathankot,260660555,41502113
Kartar Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,41,Pathankot + Pathankot,3359506,0
Satya Dev Saini,CPI,0,Post Graduate,74,Pathankot + Pathankot,4851000,300000
Vibhuti Sharma,AAP,0,Graduate,58,Pathankot + Pathankot,4169998,125545
Jagdeep Kamboj   Winner ,AAP, 1 ,Graduate Professional,37,Jalalabad + Fazilka,32170422,3250000
Angrej Singh,IND,0,5th Pass,54,Jalalabad + Fazilka,2280500,0
Baljit Singh,IND,0,8th Pass,67,Jalalabad + Fazilka,3753000,150000
Gurcharan Singh,Jai Jawan Jai Kisan Party,0,Graduate,55,Jalalabad + Fazilka,20190000,2500000
Gurmeet Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,53,Jalalabad + Fazilka,1060000,0
Gurpreet Singh,IND,0,Illiterate,49,Jalalabad + Fazilka,187905,0
Harish Chander,IND,0,10th Pass,56,Jalalabad + Fazilka,3756695,0
Karamjit Singh,SP,0,12th Pass,50,Jalalabad + Fazilka,8200000,0
Kuldeep Singh,India Praja Bandhu Party,0,5th Pass,39,Jalalabad + Fazilka,630000,65000
Manpreet Singh,IND,0,Graduate,34,Jalalabad + Fazilka,5470000,8160000
Mohan Singh,INC,0,Graduate,67,Jalalabad + Fazilka,23400000,0
Puran Chand,BJP,0,10th Pass,55,Jalalabad + Fazilka,92111068,36600000
Ranjit Ram,Republican Party of India (A),0,10th Pass,38,Jalalabad + Fazilka,1770000,0
Sukhbir Singh Badal,SAD, 7 ,Post Graduate,59,Jalalabad + Fazilka,2026427815,669501768
Surinder Singh,IND, 5 ,10th Pass,48,Jalalabad + Fazilka,1085985000,0
Narinder Pal Singh Sawna   Winner ,AAP,0,Others,30,Fazilka + Fazilka,18370,301079
Davinder Singh Ghubaya,INC,0,Graduate,30,Fazilka + Fazilka,28880633,1628000
Gurjinder Singh,IND,0,10th Pass,32,Fazilka + Fazilka,0,0
Hans Raj Josan,SAD,0,Graduate Professional,66,Fazilka + Fazilka,25490000,3800000
Harkiran Jeet Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Post Graduate,36,Fazilka + Fazilka,4576,0
Harnek Singh,IND, 1 ,12th Pass,41,Fazilka + Fazilka,2325500,290000
Kashmir Singh,IND,0,5th Pass,68,Fazilka + Fazilka,5996000,30000
Naginder Singh,IND,0,12th Pass,48,Fazilka + Fazilka,5584609,214802
Narinder Singh,IND,0,Graduate,36,Fazilka + Fazilka,2815100,0
Resham Lal,IND,0,12th Pass,63,Fazilka + Fazilka,6188220,0
Sandeep Kumar,Republican Party of India (A),0,12th Pass,31,Fazilka + Fazilka,682500,0
Sonia,IND,0,10th Pass,29,Fazilka + Fazilka,682500,0
Surjit Kumar Jyani,BJP, 1 ,8th Pass,65,Fazilka + Fazilka,48067626,15695510
Viru Singh,IND,0,5th Pass,42,Fazilka + Fazilka,462000,0
Sandeep Jakhar   Winner ,INC,0,Graduate,45,Abohar + Fazilka,272801726,0
Arun Narang,BJP, 1 ,Graduate Professional,66,Abohar + Fazilka,47454535,957780
Baljinder Singh,IND,0,8th Pass,43,Abohar + Fazilka,3033341,0
Balvir Ram,Republican Party of India (A),0,10th Pass,43,Abohar + Fazilka,980000,30000
Charanjit,IND,0,8th Pass,69,Abohar + Fazilka,2081575,0
Hans Raj,IND, 1 ,8th Pass,60,Abohar + Fazilka,12065000,30000
Kuldeep Kumar,AAP,0,Graduate Professional,32,Abohar + Fazilka,685954,0
Mohinder Kumar Rinwa,SAD,0,Graduate Professional,68,Abohar + Fazilka,126865302,2029045
Ranjit Kumar,IND,0,5th Pass,40,Abohar + Fazilka,132472,0
Amandeep Singh Musafir   Winner ,AAP,0,12th Pass,40,Balluana (Sc) + Fazilka,46053784,0
Mandeep Singh,IND,0,10th Pass,32,Balluana (Sc) + Fazilka,130100,0
Manjit Kaur,IND,0,Illiterate,49,Balluana (Sc) + Fazilka,85000,50000
Prithi Ram Megh,SAD, 1 ,10th Pass,53,Balluana (Sc) + Fazilka,3896573,0
Rajinder Kaur Rajpura,INC,0,Post Graduate,51,Balluana (Sc) + Fazilka,8902776,650000
Ram Kumar Megh,IND,0,12th Pass,47,Balluana (Sc) + Fazilka,224000,0
Surinder Megh,IND,0,10th Pass,44,Balluana (Sc) + Fazilka,306059,35000
Surinder Singh Khalsa,IND,0,10th Pass,35,Balluana (Sc) + Fazilka,1198500,0
Vandana Sangwal,BJP,0,Post Graduate,30,Balluana (Sc) + Fazilka,929800,0
